Name,Identifier,Sub_Identifier,Prosopographical_Reference,Prosopographical_Reference_id,Work,Edition,Edition_id,Passage,Book,Casaubon_Reference,Kaibel_Reference,Is_Range,Note_Reference
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 228",7,7.318a,7.105,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 228",7,7.318b,7.105@7.106,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 229",7,7.318e,7.106@7.107,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 230",7,7.319a,7.108@7.109,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 231",7,7.319c,7.110@7.111,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 232",7,7.319d,7.111@7.112,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 233",7,7.319e,7.112@7.113,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 234",7,7.320f,7.115,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 235",7,7.320e,7.115,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 236",7,7.320f,7.115,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 237",7,7.321b,7.117,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 238",7,7.321e,7.118,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 239",7,7.323c,7.122@7.123,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 240",7,7.323e,7.123,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 241",7,7.324d,7.125,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 242",7,7.326a,7.128@7.129,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 242",7,7.326b,7.129@7.130,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 242",7,7.326c,7.130,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 242",7,7.326d,7.130,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 243",7,7.327c,7.132@7.133,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 244",7,7.327f,7.133@7.134,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 245",7,7.328b,7.136,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 246",7,7.328d,7.137,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 247",7,7.328f,7.137,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 248",7,7.328f,7.137,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 249",7,7.329a,7.137,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 250",7,7.329f,7.139,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 251",7,7.329f,7.139,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 252",8,8.331d,8.2@8.3,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.353a,8.47@8.48,,note
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.352d,8.46@8.47,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.352e,8.47,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.352f,8.47,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.353a,8.47@8.48,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.353b,8.48,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.353c,8.48,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.353d,8.48,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.353e,8.48@8.49,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.353f,8.49,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.354a,8.49@8.50,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 253",8,8.354b,8.50,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 254",9,9.387b,9.37,"range start","round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 254",9,9.387c,9.37@9.38,"range end","round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 255",9,9.388c,9.40,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 255",9,9.388d,9.40,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 256",9,9.389a,9.41,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 256",9,9.389b,9.41@9.42,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 257",9,9.390e,9.44,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 257",9,9.390f,9.44,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 258",9,9.391b,9.45,"range start","round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 258",9,9.391c,9.45,range,"round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 258",9,9.391d,9.45@9.46,"range end","round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 259",9,9.391d,9.45@9.46,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 260",9,9.391f,9.46,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 261",9,9.392b,9.47,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 261",9,9.392c,9.47,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 262",9,9.393d,9.49,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 262",9,9.393f,9.49@9.50,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 263",9,9.394a,9.50,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 263",9,9.394b,9.50,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 264",9,9.394a,9.50,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 264",9,9.394b,9.50,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 264",9,9.394c,9.50,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 264",9,9.394d,9.50@9.51,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 265",9,9.394e,9.51,"range start","round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 265",9,9.394f,9.51,"range end","round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 266",9,9.397b,9.56,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 267",9,9.398e,9.58,,"round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 268",11,11.489f,11.79,,"round brackets"
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 326",14,14.652a,14.66,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 327",14,14.653d,14.68,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 327",14,14.653e,14.68,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 41",15,15.674b,15.15@15.16,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 41",15,15.674c,15.16,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 42",13,13.556d,13.3,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 43",13,13.564b,13.16,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 464",2,2.60d,2.56,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 466",1,1.3f,1.5,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 467",5,5.186b,5.2,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 472",1,1.23d,1.42,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 475.1",6,6.272c,6.103,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 48",15,15.674e,15.16,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 48",15,15.674f,15.16,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 496",7,7.296c,7.47,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 503",11,11.499d,11.100,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 50",5,5.178f,5.6,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 50",5,5.186e,5.3,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 520.1",14,14.618e,14.10,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 520.1",14,14.618f,14.10,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 520.1",14,14.619a,14.10,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 554.1",6,6.264c,6.85@6.86,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 560",13,13.576a,13.35@13.36,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 562",6,6.235e,6.27@6.28,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 565.1",12,12.523e,12.25@12.26,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 565.1",12,12.523f,12.26,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 566",8,8.348b,8.40,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 566",8,8.348c,8.40,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 5",8,8.335f,8.14,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 5",8,8.336a,8.14,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 5",8,8.336b,8.14,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 600.1",12,12.520c,12.18@12.19,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 600.1",12,12.520d,12.19,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 601",12,12.523c,12.25,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 601",12,12.523d,12.25,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 605.1",10,10.435d,10.46@10.47,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 605.1",10,10.435e,10.47,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 666",1,1.34b,1.61,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 667",2,2.40d,2.11@2.12,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 668",2,2.44b,2.20@2.21,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 668",2,2.44c,2.21,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 668",2,2.44d,2.21@2.22,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 669",10,10.429c,10.34,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 669",10,10.429d,10.34,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 670",10,10.429f,10.34@10.35,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 671",10,10.447a,10.66@10.67,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 671",10,10.447b,10.67,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 672",11,11.464b,11.11,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 672",11,11.464c,11.11,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 672",11,11.464d,11.11@11.12,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 673",11,11.496f,11.96@11.97,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 674",14,14.641c,14.47@14.48,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 675",14,14.641d,14.48,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 675",14,14.641e,14.48,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 709",2,2.67d,2.76,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 71.2",13,13.556a,13.2,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 762",1,1.24e,1.44@1.45,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 763",15,15.692b,15.45,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 763",15,15.692c,15.45@15.46,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 772",4,4.173e,4.74,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 772",4,4.173f,4.74,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 793",1,1.6d,1.10,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Gigon ed.",,"fr 991",14,14.654d,14.69@14.70,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,PMG,,842.15-16,15,15.696e,15.52,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,PMG,,842,15,15.696a,15.50@15.51,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,PMG,,842,15,15.696b,15.51,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,PMG,,842,15,15.696c,15.51,range,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,PMG,,842,15,15.696d,15.51@15.52,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Rose ed.",,"fr 645",15,15.697a,15.52,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,"Rose ed.",,"fr 645",15,15.697b,15.52@15.53,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,1,1.19d,1.34@1.35,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,1,1.19e,1.35,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,1,1.3a,1.4,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,13,13.566e,13.20@13.21,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,13,13.589c,13.55@13.56,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,14,14.655b,14.70@14.71,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,14,14.656a,14.72,"range start",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,14,14.656b,14.72,"range end",
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,15,15.666b,15.2,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,15,15.701c,15.62,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,2,2.51e,2.36@2.37,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,4,4.128a,4.1,,note
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,5,5.213f,5.51@5.52,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,5,5.214a,5.52,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,5,5.214e,5.53,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,7,7.275a,,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,8,8.342c,8.27@8.28,,
"Aristotle of Stagira","natural scientist and philosopher",,PAA,175240,,,,,9,9.398e,9.58,,
"Aristoxenus of Cyrene","Cyrenaic philosopher",,,,,,,,1,1.7c,1.12,,
"Aristoxenus of Tarentum","Peripatetic philosopher",,,,,"Wehrli ed.",,"fr 100",14,14.634d,14.35,,
"Aristoxenus of Tarentum","Peripatetic philosopher",,,,,"Wehrli ed.",,"fr 101",14,14.634e,14.35@14.36,"range start",
"Aristoxenus of Tarentum","Peripatetic philosopher",,,,,"Wehrli ed.",,"fr 101",14,14.634f,14.36,"range end",
"Aristoxenus of Tarentum","Peripatetic philosopher",,,,,"Wehrli ed.",,"fr 103",14,14.630c,14.28,"range start",
"Aristoxenus of Tarentum","Peripatetic philosopher",,,,,"Wehrli ed.",,"fr 103",14,14.630d,14.28,range,
"Aristoxenus of Tarentum","Peripatetic philosopher",,,,,"Wehrli ed.",,"fr 103",14,14.630e,14.28@14.29,range,
"Aristoxenus of Tarentum","Peripatetic philosopher",,,,,"Wehrli ed.",,"fr 103",14,14.630f,14.29,"range end",
